car_type,year,price,km,prediccion,color
Audi A6,2016.0,21990.0,121100.0,neutral,beige
BMW X2,2020.0,40390.0,37937.0,neutral,red
BMW X1,2022.0,26490.0,112102.0,neutral,grey
Audi A3,2017.0,17990.0,144833.0,neutral,blue
BMW Serie 2,2021.0,27590.0,76643.0,neutral,black
BMW X3,2019.0,31490.0,73633.0,neutral,black
Audi A4,2019.0,21390.0,144924.0,neutral,beige
BMW X1,2023.0,35490.0,22071.0,neutral,white
BMW Serie 2 Gran Tourer,2022.0,21990.0,83369.0,neutral,grey
BMW Serie 1,2021.0,19290.0,89990.0,neutral,brown
Audi A5,2020.0,36990.0,90000.0,neutral,red
BMW X5,2016.0,27190.0,101200.0,neutral,blue
BMW Serie 1,2018.0,36490.0,84453.0,neutral,black
BMW Serie 3,2018.0,18790.0,82735.0,neutral,beige
BMW X1,2023.0,36290.0,25159.0,neutral,blue
Audi Q5,2019.0,29790.0,140000.0,neutral,white
Porsche Macan,2015.0,35990.0,195903.0,neutral,black
Audi A4,2018.0,23490.0,60000.0,neutral,grey
Audi A3,2018.0,22990.0,85250.0,neutral,red
BMW Serie 1,2018.0,14470.0,130000.0,neutral,beige
Audi A1,2014.0,11490.0,131778.0,neutral,red
BMW X2,2019.0,20690.0,92695.0,neutral,brown
Audi A1,2016.0,16490.0,129057.0,neutral,brown
Audi Q2,2017.0,21490.0,99310.0,neutral,blue
BMW Serie 2 Active Tourer,2015.0,15490.0,124237.0,neutral,blue
BMW Serie 2,2023.0,25490.0,57110.0,neutral,blue
BMW Serie 2,2023.0,25490.0,56849.0,neutral,brown
Audi Q3 Sportback,2020.0,36290.0,109793.0,neutral,beige
BMW Serie 1,2021.0,21590.0,86701.0,neutral,white
Audi A5,2020.0,28290.0,106099.0,neutral,blue
BMW Serie 2,2023.0,27590.0,59110.0,neutral,brown
Audi A3,2022.0,46990.0,9800.0,neutral,grey
BMW Serie 2,2024.0,32490.0,4005.0,neutral,brown
Audi Q5,2020.0,28590.0,101450.0,neutral,black
BMW Serie 4,2017.0,24290.0,95900.0,neutral,blue
BMW X2,2021.0,24990.0,102463.0,neutral,blue
Audi Q2,2019.0,22190.0,68215.0,neutral,grey
BMW Serie 2 Active Tourer,2020.0,18990.0,77974.0,neutral,blue
Audi A3,2024.0,33990.0,5746.0,neutral,tan
BMW Serie 4,2017.0,20790.0,122911.0,neutral,white
BMW X4,2019.0,39890.0,81557.0,neutral,grey
Audi Q3,2021.0,28990.0,123429.0,neutral,grey
BMW X2,2022.0,31990.0,34000.0,neutral,blue
Audi A6,2020.0,28990.0,113762.0,neutral,grey
BMW Serie 4,2024.0,44490.0,14370.0,neutral,beige
BMW Serie 3,2024.0,38990.0,27656.0,neutral,blue
Audi Q3,2020.0,23490.0,119505.0,neutral,black
BMW Serie 1,2024.0,32490.0,16358.0,neutral,black
BMW Serie 4,2021.0,41490.0,75581.0,neutral,blue
BMW Serie 1,2021.0,19990.0,88930.0,neutral,grey
BMW Serie 2 Gran Tourer,2016.0,12990.0,161337.0,neutral,red
BMW Serie 2,2024.0,39490.0,22364.0,neutral,grey
Audi A1,2021.0,23790.0,9950.0,neutral,white
Audi A1,2021.0,21290.0,50000.0,neutral,grey
BMW Serie 3,2021.0,31490.0,71026.0,neutral,blue
BMW Serie 1,2020.0,18990.0,58467.0,neutral,black
Audi A5,2019.0,26990.0,104233.0,neutral,blue
Audi Q2,2020.0,21590.0,98478.0,neutral,grey
BMW Serie 3,2020.0,23990.0,126000.0,neutral,grey
Audi A3,2016.0,15990.0,124000.0,neutral,blue
BMW Serie 1,2019.0,16990.0,122435.0,neutral,tan
BMW Serie 1,2021.0,24990.0,73793.0,neutral,grey
Audi Q5,2021.0,38990.0,89291.0,neutral,blue
BMW Serie 1,2024.0,31990.0,14606.0,neutral,grey
BMW Serie 2 Gran Tourer,2017.0,13490.0,124273.0,neutral,blue
Audi A5,2019.0,29990.0,79005.0,neutral,blue
BMW X1,2017.0,18990.0,111145.0,neutral,white
Audi A5,2019.0,27290.0,128468.0,neutral,blue
Porsche Macan,2017.0,41990.0,134175.0,neutral,blue
Audi Q5,2019.0,32490.0,92115.0,neutral,grey
BMW Serie 1,2021.0,21990.0,47000.0,neutral,silver
BMW Serie 1,2020.0,19990.0,60470.0,neutral,white
BMW X1,2023.0,35990.0,28400.0,neutral,blue
BMW Serie 1,2016.0,12990.0,155400.0,neutral,blue
BMW X3,2019.0,28890.0,102000.0,neutral,blue
Audi A3,2019.0,23390.0,113933.0,neutral,grey
BMW X1,2021.0,23490.0,118620.0,neutral,green
BMW X1,2021.0,23690.0,109432.0,neutral,grey
BMW Serie 1,2022.0,24290.0,87525.0,neutral,grey
BMW Serie 1,2020.0,20490.0,57352.0,neutral,black
BMW X3,2020.0,26590.0,119851.0,neutral,blue
BMW Serie 1,2019.0,16990.0,123329.0,neutral,beige
BMW Serie 3,2015.0,15290.0,133115.0,neutral,blue
BMW X2,2018.0,24990.0,140000.0,neutral,blue
BMW Serie 1,2024.0,33390.0,22439.0,neutral,white
Audi A4,2020.0,27490.0,102000.0,neutral,blue
Audi A3,2021.0,25290.0,94042.0,neutral,white
BMW Serie 1,2018.0,18490.0,151865.0,neutral,white
Audi A5,2019.0,31090.0,126500.0,neutral,red
Audi Q3 Sportback,2020.0,35990.0,25922.0,neutral,red
Audi A1,2020.0,24990.0,46891.0,neutral,brown
Audi Q2,2019.0,22590.0,54315.0,neutral,brown
Audi A4,2020.0,29990.0,53900.0,neutral,grey
BMW Serie 1,2023.0,29990.0,29700.0,neutral,beige
BMW X1,2023.0,34990.0,16069.0,neutral,tan
BMW Serie 5,2019.0,25790.0,123593.0,neutral,white
BMW Serie 4,2021.0,35490.0,126100.0,neutral,tan
Audi A3,2021.0,20990.0,79610.0,neutral,brown
BMW X3,2019.0,31490.0,127733.0,neutral,black
Audi A3,2021.0,21990.0,44241.0,neutral,tan
Audi A1,2020.0,18990.0,67912.0,neutral,tan
BMW X4,2017.0,25990.0,118634.0,neutral,grey
BMW X3,2022.0,32990.0,89585.0,neutral,blue
BMW Serie 1,2019.0,17990.0,48723.0,neutral,beige
BMW X2,2018.0,23990.0,120000.0,neutral,brown
Audi A3,2018.0,17990.0,89999.0,neutral,black
Audi A1,2020.0,16990.0,84952.0,neutral,blue
Audi Q2,2019.0,20490.0,44990.0,neutral,blue
BMW X1,2017.0,19490.0,105325.0,neutral,black
BMW X1,2018.0,21490.0,126000.0,neutral,grey
BMW Serie 1,2021.0,24490.0,38111.0,neutral,blue
BMW X1,2017.0,17490.0,166131.0,neutral,white
BMW X2,2020.0,23490.0,111788.0,neutral,white
BMW X1,2017.0,19790.0,118266.0,neutral,black
Audi A1,2019.0,21790.0,92404.0,neutral,blue
Audi A1,2020.0,16790.0,107434.0,neutral,red
BMW Serie 2,2023.0,25490.0,56792.0,neutral,blue
BMW Serie 2,2023.0,24990.0,47144.0,neutral,beige
BMW X1,2022.0,24490.0,103541.0,neutral,red
Audi A1,2021.0,17490.0,103111.0,neutral,white
Audi A4,2017.0,17490.0,160000.0,neutral,white
Audi Q2,2018.0,20990.0,86325.0,neutral,white
BMW Serie 4,2018.0,23490.0,79000.0,neutral,black
BMW X1,2023.0,34990.0,60999.0,neutral,tan
Audi A3,2018.0,19970.0,87480.0,neutral,black
BMW Serie 2,2023.0,25790.0,76222.0,neutral,beige
BMW Serie 1,2022.0,25990.0,69041.0,neutral,tan
BMW Serie 2 Active Tourer,2017.0,16690.0,98692.0,neutral,blue
Audi Q3,2020.0,28990.0,109635.0,neutral,white
Audi A1,2018.0,15990.0,113826.0,neutral,blue
BMW X5,2020.0,49990.0,105375.0,neutral,blue
BMW X1,2023.0,31980.0,40833.0,neutral,blue
Audi A3,2021.0,19990.0,102212.0,neutral,blue
BMW Serie 1,2019.0,18290.0,114432.0,neutral,blue
Audi A1,2024.0,23490.0,22333.0,neutral,brown
Audi A4,2019.0,24990.0,105500.0,neutral,black
BMW Serie 1,2023.0,26990.0,5266.0,neutral,blue
BMW X1,2023.0,32990.0,42300.0,neutral,blue
Audi Q2,2020.0,24470.0,118790.0,neutral,blue
Audi Q2,2022.0,25290.0,23048.0,neutral,blue
Audi Q3,2020.0,28290.0,56490.0,neutral,red
Audi A4,2019.0,26490.0,75774.0,neutral,tan
Audi Q2,2019.0,18990.0,109219.0,neutral,grey
Audi A3,2020.0,19970.0,124000.0,neutral,blue
Audi Q3 Sportback,2021.0,31490.0,77770.0,neutral,tan
BMW X1,2023.0,34990.0,42984.0,neutral,grey
BMW X1,2023.0,36790.0,39593.0,neutral,black
Audi Q3,2020.0,26790.0,71593.0,neutral,black
Audi A4,2020.0,24990.0,71000.0,neutral,grey
BMW Serie 1,2021.0,17490.0,75448.0,neutral,grey
Audi Q2,2022.0,29490.0,68226.0,neutral,black
Audi A6,2019.0,32990.0,126756.0,neutral,blue
BMW Serie 1,2016.0,14490.0,87449.0,neutral,blue
Audi A1,2020.0,18490.0,79840.0,neutral,tan
BMW X6,2017.0,35990.0,110778.0,neutral,blue
BMW Serie 1,2021.0,19990.0,79998.0,neutral,blue
Audi A5,2017.0,27490.0,42132.0,neutral,blue
BMW X4,2020.0,38970.0,108000.0,neutral,red
BMW Serie 4,2021.0,39490.0,77613.0,neutral,white
Audi A4,2020.0,21990.0,129537.0,neutral,blue
Audi Q2,2023.0,27490.0,71254.0,neutral,red
BMW Serie 3,2019.0,23490.0,139476.0,neutral,black
BMW Serie 1,2022.0,25490.0,74730.0,neutral,black
BMW Serie 2 Active Tourer,2022.0,26790.0,70239.0,neutral,red
BMW X3,2019.0,26790.0,162147.0,neutral,beige
Audi A1,2015.0,10970.0,158509.0,neutral,grey
BMW Serie 3,2019.0,29790.0,59394.0,neutral,red
Audi Q5,2017.0,24990.0,114600.0,neutral,red
Audi Q7,2019.0,42890.0,93695.0,neutral,grey
BMW X1,2021.0,24990.0,80287.0,neutral,grey
BMW X4,2021.0,36990.0,124169.0,neutral,grey
Audi A3,2023.0,24490.0,87826.0,malo,grey
BMW Serie 1,2017.0,15990.0,154449.0,neutral,blue
BMW X3,2018.0,35790.0,131200.0,neutral,blue
Audi Q3,2023.0,30990.0,77938.0,neutral,grey
Audi A1,2023.0,22990.0,40089.0,neutral,blue
Audi A1,2023.0,22990.0,39845.0,neutral,grey
Audi A1,2021.0,17490.0,118486.0,neutral,blue
BMW Serie 1,2019.0,19490.0,97600.0,neutral,beige
BMW Serie 2 Active Tourer,2016.0,13990.0,174000.0,neutral,black
BMW X1,2022.0,32590.0,55620.0,neutral,white
BMW Serie 1,2016.0,14990.0,81974.0,neutral,grey
Audi Q3,2019.0,27490.0,127000.0,neutral,tan
BMW Serie 4,2017.0,30890.0,115100.0,neutral,grey
Audi Q2,2020.0,23490.0,110900.0,neutral,tan
BMW Serie 5,2021.0,33990.0,115862.0,neutral,red
BMW Serie 1,2020.0,18490.0,107324.0,neutral,tan
BMW X2,2019.0,20490.0,104088.0,neutral,blue
BMW Serie 3,2020.0,26490.0,64962.0,neutral,blue
Audi A5,2020.0,31490.0,69521.0,neutral,white
BMW X2,2020.0,27490.0,77361.0,neutral,black
Audi Q5,2021.0,33390.0,113044.0,neutral,white
Audi A3,2017.0,17990.0,146019.0,neutral,red
Audi A4,2019.0,19790.0,139000.0,neutral,tan
BMW Serie 1,2015.0,13990.0,116000.0,neutral,blue
BMW Serie 4,2018.0,37990.0,39428.0,neutral,grey
Audi A3,2019.0,17490.0,113492.0,neutral,grey
BMW X4,2020.0,33990.0,115759.0,neutral,grey
BMW X3,2019.0,25990.0,156306.0,neutral,tan
Audi Q2,2019.0,27990.0,129500.0,neutral,blue
BMW Serie 1,2021.0,25990.0,93487.0,neutral,tan
BMW X2,2021.0,30990.0,81441.0,neutral,grey
Audi Q7,2020.0,43990.0,125606.0,neutral,red
Audi A3,2021.0,20990.0,68590.0,neutral,brown
Audi A4,2020.0,22990.0,142663.0,neutral,blue
BMW Serie 3,2014.0,46990.0,86200.0,neutral,white
Audi Q2,2022.0,23990.0,61600.0,neutral,blue
BMW Serie 2,2021.0,27490.0,65341.0,neutral,blue
Audi A3,2019.0,17990.0,50930.0,neutral,black
BMW X4,2020.0,42990.0,78053.0,neutral,white
Audi Q3,2023.0,32990.0,11114.0,neutral,tan
BMW X3,2021.0,28490.0,142787.0,neutral,black
BMW Serie 1,2022.0,27490.0,30156.0,neutral,blue
BMW X1,2024.0,46790.0,14941.0,neutral,blue
BMW Serie 1,2022.0,20990.0,73637.0,neutral,beige
BMW Serie 1,2022.0,20990.0,116350.0,neutral,grey
BMW Serie 1,2020.0,26590.0,99791.0,neutral,tan
BMW Serie 2,2023.0,27990.0,55571.0,neutral,blue
Audi Q3,2017.0,23990.0,116274.0,neutral,white
Audi A1,2020.0,23490.0,50286.0,neutral,blue
Audi A1,2016.0,13990.0,101467.0,neutral,blue
Audi A3,2021.0,21990.0,43113.0,neutral,blue
BMW Serie 2,2020.0,23790.0,81422.0,neutral,blue
BMW X2,2018.0,23990.0,83743.0,neutral,red
BMW Serie 1,2024.0,29690.0,2000.0,neutral,pink
BMW Serie 1,2022.0,19790.0,77674.0,neutral,red
Audi Q3,2019.0,29990.0,75500.0,neutral,blue
Audi A3,2018.0,21590.0,53885.0,neutral,grey
Audi Q3,2019.0,33990.0,62662.0,neutral,black
BMW X2,2019.0,23490.0,120000.0,neutral,tan
BMW Serie 3,2021.0,29990.0,48851.0,neutral,black
Audi Q2,2020.0,19490.0,116000.0,neutral,tan
BMW Serie 1,2019.0,19690.0,80000.0,neutral,red
BMW Serie 2,2020.0,28390.0,69605.0,neutral,tan
Audi Q5,2021.0,35990.0,115604.0,neutral,tan
BMW X1,2021.0,28490.0,50000.0,neutral,blue
BMW Serie 2 Gran Tourer,2021.0,19490.0,117107.0,neutral,grey
Audi A1,2022.0,25990.0,29000.0,neutral,blue
Audi Q2,2017.0,18990.0,113965.0,neutral,black
BMW X2,2021.0,21490.0,36937.0,neutral,grey
BMW Serie 3,2017.0,16490.0,106986.0,neutral,white
BMW Serie 1,2018.0,14990.0,125870.0,neutral,brown
Audi Q3,2016.0,24790.0,145456.0,neutral,blue
Audi Q7,2017.0,37490.0,108520.0,neutral,beige
Audi Q3 Sportback,2020.0,32990.0,79626.0,neutral,black
BMW Serie 1,2020.0,21290.0,103917.0,neutral,tan
BMW X1,2022.0,26990.0,69116.0,neutral,grey
BMW X1,2020.0,23290.0,99155.0,neutral,black
BMW X2,2018.0,20990.0,95500.0,neutral,grey
BMW X5,2016.0,26990.0,146788.0,neutral,white
Audi A3,2021.0,44590.0,43173.0,neutral,tan
Audi A3,2023.0,29390.0,31700.0,neutral,blue
BMW X2,2019.0,21990.0,139000.0,neutral,blue
Audi Q2,2020.0,19490.0,124160.0,neutral,blue
BMW Serie 3,2016.0,19590.0,138475.0,neutral,blue
BMW X5,2014.0,25990.0,188353.0,neutral,blue
Audi A4,2019.0,24490.0,81786.0,neutral,red
Audi Q2,2019.0,18990.0,98000.0,neutral,grey
Audi A6,2017.0,20990.0,149200.0,neutral,blue
Audi Q2,2020.0,19290.0,130508.0,neutral,grey
BMW Serie 3,2021.0,34990.0,108257.0,neutral,red
BMW Serie 5,2017.0,22990.0,147009.0,neutral,blue
BMW Serie 1,2020.0,19990.0,78283.0,neutral,tan
Audi Q5,2018.0,24490.0,119998.0,neutral,blue
BMW X1,2024.0,42990.0,6952.0,neutral,grey
BMW X3,2023.0,45990.0,22690.0,neutral,white
Audi A3,2021.0,26390.0,42317.0,neutral,black
BMW Serie 4,2022.0,39290.0,58386.0,neutral,tan
BMW Serie 2,2023.0,25990.0,86000.0,malo,black
BMW X3,2019.0,28490.0,147632.0,neutral,white
Audi A5,2020.0,31890.0,87051.0,neutral,black
BMW X1,2024.0,43790.0,17950.0,neutral,brown
BMW Serie 5,2019.0,27490.0,129265.0,neutral,blue
BMW Serie 1,2020.0,20290.0,43866.0,neutral,black
BMW Serie 1,2023.0,31690.0,54997.0,neutral,black
Audi A4,2019.0,29990.0,80000.0,neutral,brown
Audi A3,2021.0,21290.0,92523.0,neutral,grey
BMW X2,2021.0,27490.0,57994.0,neutral,white
Audi A3,2023.0,23990.0,113477.0,malo,blue
BMW X3,2021.0,32490.0,104761.0,neutral,yellow
BMW X4,2019.0,31990.0,118977.0,neutral,white
BMW Serie 1,2020.0,21490.0,89558.0,neutral,blue
Audi A3,2017.0,17490.0,108000.0,neutral,black
BMW Serie 2,2023.0,25990.0,69998.0,neutral,black
BMW Serie 7,2020.0,47990.0,152063.0,neutral,blue
BMW X1,2018.0,19790.0,83083.0,neutral,grey
Audi A3,2019.0,20490.0,78185.0,neutral,grey
BMW Serie 1,2021.0,19490.0,83283.0,neutral,blue
Audi A3,2024.0,38990.0,35100.0,neutral,grey
BMW X6,2014.0,35490.0,155159.0,neutral,blue
Audi Q2,2021.0,20490.0,83550.0,neutral,black
BMW Serie 4,2022.0,40990.0,56546.0,neutral,blue
Audi A4,2021.0,29990.0,74518.0,neutral,black
Audi Q5,2023.0,42990.0,47619.0,neutral,black
BMW X1,2020.0,26490.0,120620.0,neutral,red
Audi Q3,2022.0,33990.0,71914.0,neutral,white
BMW Serie 4,2017.0,20990.0,111150.0,neutral,blue
BMW Serie 3,2018.0,17490.0,130149.0,neutral,blue
Audi A3,2022.0,23990.0,117998.0,neutral,blue
Audi Q3,2019.0,24990.0,139483.0,neutral,grey
Audi A3,2019.0,17690.0,120108.0,neutral,tan
Audi Q5,2019.0,29990.0,98000.0,neutral,black
Audi Q3 Sportback,2020.0,34490.0,49636.0,neutral,tan
BMW Serie 1,2017.0,16490.0,107712.0,neutral,tan
BMW Serie 1,2021.0,19990.0,60796.0,neutral,blue
BMW Serie 2 Gran Tourer,2019.0,15990.0,98481.0,neutral,grey
Audi Q2,2017.0,19990.0,117834.0,neutral,green
Audi A3,2017.0,16190.0,133628.0,neutral,blue
BMW Serie 1,2021.0,26490.0,70194.0,neutral,beige
BMW Serie 6,2019.0,30290.0,113594.0,neutral,grey
BMW X1,2019.0,17890.0,143333.0,neutral,red
BMW X1,2018.0,19490.0,114033.0,neutral,blue
Audi Q2,2019.0,22990.0,104985.0,neutral,blue
BMW Serie 1,2020.0,25490.0,62450.0,neutral,black
BMW Serie 2,2023.0,25990.0,58590.0,neutral,black
Audi Q2,2017.0,22990.0,101348.0,neutral,brown
BMW Serie 3,2017.0,14990.0,159995.0,neutral,red
Porsche Macan,2019.0,51990.0,61987.0,neutral,blue
BMW Serie 5,2016.0,18490.0,152920.0,neutral,blue
BMW Serie 1,2024.0,32490.0,16472.0,neutral,grey
BMW Serie 5,2019.0,24490.0,119958.0,neutral,beige
BMW X1,2020.0,27990.0,109843.0,neutral,white
BMW X1,2015.0,15990.0,103506.0,neutral,beige
Audi Q5 SPORTBACK,2021.0,48990.0,70491.0,neutral,black
Audi A3,2018.0,18990.0,114410.0,neutral,beige
BMW X3,2023.0,54990.0,36000.0,neutral,blue
BMW Serie 4,2021.0,43990.0,113989.0,neutral,black
Audi Q2,2020.0,23490.0,96100.0,neutral,black
BMW Serie 1,2021.0,21290.0,82105.0,neutral,grey
Audi A4,2022.0,23990.0,120000.0,malo,white
BMW X1,2024.0,43690.0,15900.0,neutral,brown
Audi A4,2018.0,24990.0,79365.0,neutral,tan
BMW X1,2020.0,26990.0,85800.0,neutral,blue
Audi Q5,2018.0,30990.0,119800.0,neutral,red
Audi Q5,2022.0,44390.0,46024.0,neutral,blue
BMW Serie 5,2020.0,31390.0,80000.0,neutral,tan
Audi Q2,2022.0,24490.0,34964.0,neutral,blue
BMW X1,2024.0,43990.0,11500.0,neutral,grey
Audi A1,2017.0,13490.0,82000.0,neutral,blue
Audi Q5,2021.0,31490.0,153732.0,neutral,tan
BMW X5,2016.0,30490.0,104118.0,neutral,grey
BMW X2,2021.0,26490.0,78391.0,neutral,black
BMW X1,2024.0,44970.0,11197.0,neutral,white
BMW X3,2018.0,29990.0,133000.0,neutral,tan
Audi Q3 Sportback,2021.0,32990.0,120117.0,neutral,blue
Audi A1,2019.0,17990.0,120000.0,neutral,tan
BMW Serie 1,2024.0,30790.0,32000.0,neutral,grey
BMW Serie 1,2022.0,24490.0,51134.0,neutral,grey
BMW Serie 1,2020.0,24890.0,62820.0,neutral,grey
BMW X1,2024.0,45990.0,15584.0,neutral,blue
BMW Serie 2,2024.0,37990.0,12432.0,neutral,tan
BMW X3,2018.0,29890.0,100409.0,neutral,black
Audi Q2,2019.0,21990.0,104674.0,neutral,black
BMW Serie 5,2021.0,27990.0,121228.0,neutral,black
BMW Serie 1,2021.0,24490.0,34049.0,neutral,blue
BMW Serie 2,2023.0,25890.0,66907.0,neutral,blue
Audi A3,2016.0,15990.0,132257.0,neutral,black
BMW Serie 2 Active Tourer,2024.0,41490.0,9239.0,neutral,red
BMW X2,2019.0,20990.0,155297.0,neutral,tan
Audi Q2,2019.0,19490.0,134297.0,neutral,white
BMW X1,2021.0,24490.0,120782.0,neutral,blue
BMW Serie 1,2019.0,16990.0,111147.0,neutral,white
BMW Serie 2,2023.0,24990.0,63551.0,neutral,blue
BMW X5,2018.0,34990.0,120145.0,neutral,blue
BMW Serie 3,2019.0,24490.0,99200.0,neutral,blue
BMW Serie 3,2019.0,22990.0,132582.0,neutral,blue
BMW X1,2024.0,45490.0,16000.0,neutral,grey
Audi A3,2018.0,26490.0,70000.0,neutral,blue
Audi A4,2018.0,24690.0,48711.0,neutral,black
Audi Q3,2018.0,26480.0,121000.0,neutral,blue
Audi Q7,2018.0,39790.0,89000.0,neutral,grey
BMW Serie 1,2020.0,19890.0,118881.0,neutral,blue
Audi A3,2021.0,24690.0,40000.0,neutral,grey
BMW Serie 3,2020.0,28990.0,113163.0,neutral,red
BMW Serie 6,2018.0,32750.0,113731.0,neutral,red
BMW X5,2020.0,43490.0,123761.0,neutral,red
Audi A3,2016.0,16990.0,120353.0,neutral,beige
BMW Serie 3,2024.0,46990.0,5583.0,neutral,beige
BMW Serie 1,2020.0,20790.0,55785.0,neutral,gold
BMW X1,2020.0,25490.0,81350.0,neutral,white
Audi Q3,2020.0,27490.0,86100.0,neutral,orange
BMW Serie 2 Active Tourer,2018.0,14390.0,120323.0,neutral,blue
BMW X1,2020.0,19990.0,119576.0,neutral,purple
BMW Serie 2 Gran Tourer,2018.0,22490.0,115074.0,neutral,beige
BMW X1,2018.0,18590.0,113921.0,neutral,white
BMW X1,2018.0,18990.0,84453.0,neutral,tan
BMW X2,2021.0,24490.0,63569.0,neutral,blue
Audi Q5,2018.0,28570.0,70000.0,neutral,tan
BMW Serie 1,2018.0,17990.0,98500.0,neutral,white
Audi Q2,2019.0,21890.0,86985.0,neutral,white
BMW Serie 1,2020.0,20990.0,89600.0,neutral,red
Audi Q3,2019.0,23890.0,114277.0,neutral,tan
BMW Serie 3,2022.0,28490.0,67511.0,neutral,grey
BMW X6,2019.0,45990.0,75000.0,neutral,black
BMW Z4,2019.0,37490.0,60300.0,neutral,black
Audi Q2,2022.0,25690.0,83000.0,neutral,blue
BMW Serie 1,2022.0,19990.0,87139.0,neutral,grey
BMW i3,2021.0,19990.0,31000.0,neutral,white
BMW i3,2017.0,14490.0,49110.0,neutral,green
Audi A1,2016.0,12790.0,132500.0,neutral,beige
Audi A3,2017.0,18990.0,71000.0,neutral,blue
Audi A3,2018.0,22990.0,126000.0,neutral,red
BMW Serie 1,2019.0,18990.0,99900.0,neutral,blue
Audi A1,2020.0,17490.0,54442.0,neutral,white
Audi Q3,2016.0,17990.0,127657.0,neutral,white
BMW Serie 5,2020.0,33790.0,55773.0,neutral,white
BMW Serie 1,2019.0,24790.0,63358.0,neutral,blue
BMW Serie 3,2021.0,36990.0,101660.0,neutral,tan
BMW X1,2023.0,31990.0,27065.0,neutral,tan
BMW X1,2023.0,31990.0,25947.0,neutral,black
BMW X1,2023.0,31990.0,27797.0,neutral,blue
BMW X1,2023.0,31990.0,34442.0,neutral,white
BMW i3,2021.0,19990.0,50582.0,neutral,tan
BMW X1,2024.0,45990.0,10020.0,neutral,blue
BMW X2,2018.0,22490.0,110835.0,neutral,grey
BMW Serie 2,2023.0,25690.0,62988.0,neutral,brown
BMW Serie 4,2018.0,34990.0,91056.0,neutral,brown
BMW Serie 2 Active Tourer,2016.0,14490.0,97498.0,neutral,black
BMW Serie 6,2018.0,38990.0,48173.0,neutral,blue
BMW Serie 5,2017.0,17990.0,138500.0,neutral,grey
BMW Serie 1,2023.0,23490.0,30000.0,neutral,black
Audi A1,2020.0,20590.0,84400.0,neutral,blue
BMW Serie 3,2019.0,23990.0,107995.0,neutral,tan
BMW Serie 1,2021.0,20290.0,56575.0,neutral,tan
BMW Serie 1,2021.0,19290.0,78417.0,neutral,black
BMW Serie 2,2023.0,26290.0,46842.0,neutral,blue
BMW X1,2018.0,19990.0,136086.0,neutral,blue
BMW X4,2018.0,34290.0,121000.0,neutral,blue
Audi A3,2019.0,25990.0,67750.0,neutral,black
BMW Serie 1,2021.0,19990.0,88645.0,neutral,blue
Audi Q2,2017.0,22490.0,109158.0,neutral,black
BMW Serie 2 Active Tourer,2018.0,15490.0,160265.0,neutral,grey
Audi A3,2017.0,15990.0,151787.0,neutral,green
BMW Serie 2,2020.0,38790.0,24673.0,neutral,blue
BMW Serie 3,2019.0,19690.0,76991.0,neutral,grey
Audi A4,2017.0,20690.0,114265.0,neutral,black
BMW X3,2020.0,35990.0,65919.0,neutral,white
BMW Serie 3,2017.0,19290.0,110557.0,neutral,black
Audi Q3,2019.0,27990.0,40093.0,neutral,grey
BMW X1,2016.0,20990.0,83622.0,neutral,black
BMW X6,2022.0,72790.0,25240.0,neutral,black
BMW Serie 5,2018.0,25490.0,159165.0,neutral,tan
BMW Serie 1,2017.0,19990.0,120000.0,neutral,white
Audi Q3,2019.0,26490.0,51000.0,neutral,grey
Audi Q2,2018.0,24990.0,120000.0,neutral,grey
BMW Serie 2,2023.0,25490.0,52664.0,neutral,tan
BMW Serie 2 Active Tourer,2018.0,14390.0,148000.0,neutral,white
BMW X2,2018.0,24490.0,64000.0,neutral,pink
Audi A7,2016.0,24790.0,180000.0,neutral,blue
Audi Q2,2020.0,23990.0,42995.0,neutral,blue
Audi A5,2018.0,25490.0,110695.0,neutral,black
BMW Serie 5,2018.0,28490.0,112800.0,neutral,grey
Audi A5,2017.0,57990.0,78951.0,neutral,grey
BMW Serie 1,2021.0,24790.0,98000.0,neutral,grey
BMW X5,2018.0,35990.0,105000.0,neutral,tan
BMW X1,2020.0,26790.0,91548.0,neutral,red
Audi Q2,2020.0,22990.0,66384.0,neutral,blue
Audi Q5,2020.0,30990.0,74000.0,neutral,blue
Audi A3,2020.0,20490.0,70764.0,neutral,black
Audi A3,2018.0,18990.0,120000.0,neutral,black
Audi A6,2020.0,30490.0,108525.0,neutral,red
BMW X2,2019.0,25290.0,123000.0,neutral,tan
BMW Serie 1,2020.0,22990.0,53000.0,neutral,black
Audi Q3 Sportback,2021.0,33980.0,62324.0,neutral,red
Audi A3,2019.0,22990.0,119506.0,neutral,tan
BMW Serie 1,2019.0,18990.0,98200.0,neutral,tan
BMW Serie 2,2021.0,27490.0,84701.0,neutral,blue
BMW X2,2021.0,26490.0,91493.0,neutral,blue
BMW X1,2023.0,34390.0,49369.0,neutral,black
BMW Serie 2,2020.0,24790.0,98190.0,neutral,blue
Audi A6,2016.0,21970.0,113817.0,neutral,white
BMW X1,2020.0,24790.0,88866.0,neutral,grey
BMW Serie 1,2020.0,21790.0,62276.0,neutral,white
BMW X1,2016.0,22790.0,80779.0,neutral,red
BMW X4,2020.0,33990.0,125937.0,neutral,grey
BMW X1,2018.0,18790.0,126642.0,neutral,black
BMW X3,2019.0,26990.0,83000.0,neutral,blue
BMW X1,2018.0,19990.0,107290.0,neutral,tan
